course_number,title,department,hours_lecture,hours_lab,hours_recitation,hours_total_credit,typical_scheduling,description,prerequisites_text_raw,must_have_prerequisites_array,optional_prerequisites_array,course_text,topic_outline,url
4262,,MATH,3,0.0,0.0,3.0,"Every spring semesterHypothesis testing, likelihood ratio tests, nonparametric tests, bivariate and multivariate normal distributions
Prerequisites: MATH 4261
Course Text: At the level of Introduction to Mathematical Statistics, 7th edition by Hogg, Craig, and McKean
Topic Outline: 
Sufficient statistics
Completeness and uniqueness
Rao-Blackwell theorem and Lehmann-Scheffe theorem and the Cramer-Rao inequality
Likelihood ratio tests and Wald's probability ratio test
Multi-hypothesis testing and classification theory
Non parametric tests including the sign test and Wilcoxon-Mann-Whitney test
Bivariate and multivariate normal distributions, distributions of quadratic forms",,MATH 4261,['MATH 4261'],[],"At the level of Introduction to Mathematical Statistics, 7th edition by Hogg, Craig, and McKean",[],https://math.gatech.edu/courses/math/4262
4280,,MATH,3,0.0,0.0,3.0,Every spring semesterThe measurement and quantification of information,These ideas are applied to the probabilistic analysis of the transmission of information over a channel along which random distortion of the message occurs.,MATH 3215 or MATH 3225 or MATH 3235 or MATH 3670 or MATH 3770 or ISyE 3770 or CEE 3700,[],"['MATH 3215', 'MATH 3225', 'MATH 3235', 'MATH 3670', 'MATH 3770', 'CEE 3700']","At the level of The Theory of Information and Coding, McEliece; or Information Theory, Ash",[],https://math.gatech.edu/courses/math/4280
4305,,MATH,3,0.0,0.0,3.0,"Every Fall and Spring; Some SummersLinear algebra in R^n, standard Euclidean inner product in R^n, general linear spaces, general inner product spaces, least squares, determinants, eigenvalues and eigenvectors, symmetric matrices",,MATH 1502 OR MATH 1512 OR MATH 1555 OR MATH 1504 ((MATH 1552 OR MATH 15X2 OR MATH 1X52) AND (MATH 1522 OR MATH 1553 OR MATH 1554 OR MATH 1564 OR MATH 1X53)),[],"['MATH 1502', 'MATH 1512', 'MATH 1555', 'MATH 1504', 'MATH 1552', 'MATH 1522', 'MATH 1553', 'MATH 1554', 'MATH 1564']","At the level of Linear Algebra with Applications, Bretscher",[],https://math.gatech.edu/courses/math/4305
4317,,MATH,3,0.0,0.0,3.0,"Every Spring and Fall semester, some SummersReal numbers, topology of Euclidean spaces, Cauchy sequences, completeness, continuity and compactness, uniform continuity, series of functions, Fourier series
Prerequisites: MATH 2106
Course Text: At the level of Elements of Real Analysis, Bartle (Sections 1-12, 14-18, 20-26, 34-38)

or Introduction to Analysis, Rosenlicht (Chapters 1, 2, 3, 4, Sections 7","2, 7.3) Topic Outline: Upper bounds, least upper bounds, completeness of the real numbers. Topology of Euclidean spaces: norms, the Cauchy-Schwarz inequality, open and closed sets, compactness, the Bolzano-Weierstrass and Heine-Borel theorems and connectedness. Sequences in Euclidean spaces: Cauchy sequences, monotone sequences, pointwise, uniform and L2 convergence of sequences of functions Continuity: Local properties of continuous functions. Preservation of compactness and connectedness. Uniform continuity. Contractions and operator norm continuity of linear operators Sequences of continuous functions: Bernstein and Weierstrass approximation theorems Infinite series: Convergence and absolute convergence, convergence tests Series of functions. Power series, Fourier series",MATH 2106,['MATH 2106'],[],"At the level of Elements of Real Analysis, Bartle (Sections 1-12, 14-18, 20-26, 34-38)

or Introduction to Analysis, Rosenlicht (Chapters 1, 2, 3, 4, Sections 7.2, 7.3)",[],https://math.gatech.edu/courses/math/4317
4318,,MATH,3,0.0,0.0,3.0,"Spring only starting Spring 2020Differentiation of functions of one real variable, Riemann-Stieltjes integral, the derivative in R^n and integration in R^n
Prerequisites: MATH 4317
Course Text: Bartle, Elements of Real Analysis
Topic Outline: 
The derivative: mean value theorem, L'Hôpital's rule, Taylor's theorem
The Riemann Stieltjes integral, integration by parts, change of variables","Sets of measure zero, Cantor functions Improper integrals The derivative in Rn: Jacobians, chain rule, implicit and inverse function theorems. Extrema, second derivative tests, Lagrange multipliers Integration in Rn: Mean value theorem, iterated integrals, and change of variables. Sets of measure zero and Sard's theorem",MATH 4317,['MATH 4317'],[],"Bartle, Elements of Real Analysis",[],https://math.gatech.edu/courses/math/4318
4320,,MATH,3,0.0,0.0,3.0,"Every spring and fall semesterTopics from complex function theory, including contour integration and conformal mapping
Prerequisites: MATH 2401 or MATH 24X1 or MATH 2411 or MATH 2551 or MATH 2550 or MATH 2X51
Course Text: At the level of Complex Variables and Applications, Brown & Churchill, 9th edition, McGraw-Hill
Topic Outline: This course is designed to introduce the student to the basic results in complex variable theory, in particular Cauchy's theorem, and to develop the student's facility in the following three areas:

Computing the Laurent or Taylor series expansions associated to a function which is analytic in part of the complex plane, and the determination of the region of convergence of such series
Computing definite integrals by means of the residue calculus
Solving boundary value problems associated to the Laplace operator by means of the conformal transformations associated to analytic functions

Topics to be covered:

Geometry of the complex plane, triangle inequalities, geometric proof of the fundamental theorem of algebra
Analytic functions: Continuity and differentiability, the Cauchy-Riemann equations","Complex functions as maps of the complex plane into itself Elementary analytic functions, including the logarithm, and its principle branch, log (z) Line integrals, the Cauchy integral formula and the Cauchy-Goursat theorem. (Proof of the Cauchy formula to be based on Green's theorem.) Morera's theorem, etc. Series: Taylor and Laurent expansions Residue calculus for definite integrals Harmonic functions and analytic functions: conjugate harmonics, conformal invariance of Laplace's equation in the plane, the Cauchy-Riemann equations and conformal maps Poisson kernel derived from Cauchy's formula; solution of boundary value problems for Laplace's equation by conformal mapping, selected applications",MATH 2401 or MATH 24X1 or MATH 2411 or MATH 2551 or MATH 2550 or MATH 2X51,[],"['MATH 2401', 'MATH 2411', 'MATH 2551', 'MATH 2550']","At the level of Complex Variables and Applications, Brown & Churchill, 9th edition, McGraw-Hill",[],https://math.gatech.edu/courses/math/4320
4347,,MATH,3,0.0,0.0,3.0,"Every fall semesterMethod of characteristics for first and second order partial differential equations, conservation laws and shocks, classification of second order systems and applications",,(MATH 2403 or MATH 2413 or MATH 24X3 or MATH 2552 or MATH 2562 or MATH 2X52) and (MATH 2550 or MATH 2551 or MATH 2X51 or MATH 2561),[],"['MATH 2403', 'MATH 2413', 'MATH 2552', 'MATH 2562', 'MATH 2550', 'MATH 2551', 'MATH 2561']","At the level of Partial Differential Equations, Fritz John",[],https://math.gatech.edu/courses/math/4347
4348,,MATH,3,0.0,0.0,3.0,Not currently offeredGreen's functions and fundamental solutions,"Potential, diffusion and wave equations.",MATH 4347,['MATH 4347'],[],"At the level of Introduction to Partial Differential Equations with Applications, Zachmanouglou & Toe, Dover Publications",[],https://math.gatech.edu/courses/math/4348
4431,,MATH,3,0.0,0.0,3.0,"Every fall semesterPoint set topology, topological spaces and metric spaces, continuity and compactness, homotopy and covering spaces
Prerequisites: MATH 4317
Course Text: At the level of Introduction to General Topology, by George L",Cain Topic Outline: Set Theory Pseudometric spaces Topological spaces Continuous functions Connected spaces Compact spaces Product spaces Sequences Complete pseudometric spaces Euclidean spaces Quotient spaces Hyperspaces and multifunctions Other topics of interest,MATH 4317,['MATH 4317'],[],"At the level of Introduction to General Topology, by George L. Cain",[],https://math.gatech.edu/courses/math/4431
4432,,MATH,3,0.0,0.0,3.0,Every odd spring semesterIntroduction to algebraic methods in topology,"Includes homotopy, the fundamental group, covering spaces, simplicial complexes. Applications to fixed point theory and group theory.",MATH 4317,['MATH 4317'],[],"At the level of Algebraic Topology: An Introduction, by William S. Massey",[],https://math.gatech.edu/courses/math/4432
4441,,MATH,3,0.0,0.0,3.0,"Every fall semesterThe theory of curves, surfaces, and more generally, manifolds","Curvature, parallel transport, covariant differentiation, Gauss-Bonet theorem",MATH 2401 or MATH 2411 or MATH 24X1 or MATH 2551 or MATH 2561 or MATH 2X51,[],"['MATH 2401', 'MATH 2411', 'MATH 2551', 'MATH 2561']",No text,[],https://math.gatech.edu/courses/math/4441
4541,,MATH,3,0.0,0.0,3.0,Every fall semesterA broad introduction to the local and global behavior of nonlinear dynamical systems arising from maps and ordinary differential equations,,(MATH 2403 or MATH 2413 or MATH 24X3 or MATH 2552 or MATH 2562 or MATH 2X52) and (MATH 1522 or MATH 1553 or MATH 1554 or MATH 1564 or MATH 1502 or MATH 1512),[],"['MATH 2403', 'MATH 2413', 'MATH 2552', 'MATH 2562', 'MATH 1522', 'MATH 1553', 'MATH 1554', 'MATH 1564', 'MATH 1502', 'MATH 1512']","At the level of Differential Equations, Dynamical Systems, and an Introduction to Chaos by Hirsch, Smale, and Devaney, 3rd edition",[],https://math.gatech.edu/courses/math/4541
4542,,MATH,3,0.0,0.0,3.0,"Not currently offeredA continuation of Dynamics and Bifurcations I
Prerequisites: MATH 4541
Course Text: At the level of Dynamics and Bifurcations, Hale
Topic Outline: 
Global Bifurcations
Planar Maps
Hyperbolic Symbolic Dynamics
Chaos
Lyapunov Exponents
Ergodicity
Statistics of Dynamical Systems",,MATH 4541,['MATH 4541'],[],"At the level of Dynamics and Bifurcations, Hale",[],https://math.gatech.edu/courses/math/4542
4580,,MATH,3,0.0,0.0,3.0,"Every odd springA study of the linear programming problem, including the simplex method, duality, and sensitivity analysis with applications to matrix games, integer programming and networks",,MATH 1552 or MATH 1X52 + (MATH 1553 or MATH 1554 or MATH 1564),[],"['MATH 1552', 'MATH 1553', 'MATH 1554', 'MATH 1564']","At the level of Linear Programming, V. Chvatal",[],https://math.gatech.edu/courses/math/4580
4581,,MATH,3,0.0,0.0,3.0,"Every semesterFourier series, Fourier integrals, boundary value problems for partial differential equations, eigenvalue problems
Prerequisites: MATH 2403 or MATH 2413 or MATH 24X3 or MATH 2552 or MATH 2562 or or MATH 2X52
Course Text: At the level of Boundary Value Problems and Partial Differential Equations, 6th Edition, David L","Powers Topic Outline: Fourier series Fourier integrals Boundary value problems of PDEs Separation of variables Eigenvalue problems, Eigenfunctions Heat equation (temperature) Wave equation (vibrating string) Potential equation 2-D & 3-D problems Laplace transform and its applications to PDEs",MATH 2403 or MATH 2413 or MATH 24X3 or MATH 2552 or MATH 2562 or or MATH 2X52,[],"['MATH 2403', 'MATH 2413', 'MATH 2552', 'MATH 2562']","At the level of Boundary Value Problems and Partial Differential Equations, 6th Edition, David L. Powers",[],https://math.gatech.edu/courses/math/4581
4640,,MATH,3,0.0,0.0,3.0,Every spring (MATH) and fall (CS)Introduction to numerical algorithms for some basic problems in computational mathematics,Discussion of both implementation issues and error analysis. Crosslisted with CX 4640 (formerly CS 4642).,MATH 2403 or MATH 2413 or MATH 24X3 or MATH 2552 or MATH 2562 or MATH 2X52 or MATH 2603,[],"['MATH 2403', 'MATH 2413', 'MATH 2552', 'MATH 2562', 'MATH 2603']","At the level of Atkinson, An Introduction to Numerical Analysis",[],https://math.gatech.edu/courses/math/4640
4641,,MATH,3,0.0,0.0,3.0,Not currently offeredIntroduction to the numerical solution of initial and boundary value problems in differential equations,,MATH 4640,['MATH 4640'],[],No text,[],https://math.gatech.edu/courses/math/4641
4755,,MATH,3,0.0,0.0,3.0,Every odd spring semesterProblems from the life sciences and the mathematical methods for solving them are presented,The underlying biological and mathematical principles and the interrelationships are emphasized.,MATH 1502 OR MATH 1512 OR MATH 1555 OR MATH 1504 ((MATH 1552 OR MATH 15X2 OR MATH 1X52) AND (MATH 1522 OR MATH 1553 OR MATH 1554 OR MATH 1564 OR MATH 1X53)),[],"['MATH 1502', 'MATH 1512', 'MATH 1555', 'MATH 1504', 'MATH 1552', 'MATH 1522', 'MATH 1553', 'MATH 1554', 'MATH 1564']",No text,[],https://math.gatech.edu/courses/math/4755
4777,,MATH,3,0.0,0.0,3.0,Not currently offeredScientific computational algorithms on vector and parallel computers,"Speedup, algorithm complexity, interprocesses communication, synchronization, modern algorithms for linear systems, programming techniques, code optimization.",MATH 1502 OR MATH 1512 OR MATH 1555 OR MATH 1504 ((MATH 1552 OR MATH 15X2 OR MATH 1X52) AND (MATH 1522 OR MATH 1553 OR MATH 1554 OR MATH 1564 OR MATH 1X53)),[],"['MATH 1502', 'MATH 1512', 'MATH 1555', 'MATH 1504', 'MATH 1552', 'MATH 1522', 'MATH 1553', 'MATH 1554', 'MATH 1564']",No text,[],https://math.gatech.edu/courses/math/4777
4782,,MATH,3,0.0,0.0,3.0,"Fall semester (taught by Physics)Introduction to quantum computing and quantum information theory, formalism of quantum mechanics, quantum gates, algorithms, measurements, coding, and information",Physical realizations and experiments. Crosslisted with PHYS 4782,MATH 2401 or MATH 2411 or MATH 24X1 or MATH 2551 or MATH 2561 or MATH 2X51.,[],"['MATH 2401', 'MATH 2411', 'MATH 2551', 'MATH 2561']","At the level of Quantum Computation and Quantum Information, Nielsen and Chuang, Cambridge Univ Press",[],https://math.gatech.edu/courses/math/4782
4802,,MATH,2,0.0,0.0,2.0,Every FallPass/Fail basis,"This course is intended to teach general mathematical problem solving skills, and to prepare students to take the Putnam Examination.",None,[],[],No text,[],https://math.gatech.edu/courses/math/4802
4873,,MATH,2,1.0,0.0,3.0,"Not typically scheduledThis is a 2 week intense course, with lectures in the morning and computational lab in the afternoon","Students will be asked to have a laptop with Matlab on it. The course will meet in the mornings for lecture, break for lunch, and reconvene for the lab in the afternoons.","Rudiments of Matlab. 
Undergraduate ODE course like Math 2552.",[],[],No prescribed textbook.,[],https://math.gatech.edu/courses/math/4873
6001,,MATH,2,0.0,0.0,2.0,Every Fall SemesterThis course includes topics on professional development and responsible conduct of research,The course satisfies the GT RCR Academic Policy for Doctoral Students to complete in-person RCR training.,None,[],[],"Krantz, Steven G., A mathematician's survival guide: Graduate school and early career development, American Mathematical Society, Providence, RI, 2003, pp. xvi+222, ISBN: 0-8218-3455-X.",[],https://math.gatech.edu/courses/math/6001
6014,,MATH,3,0.0,0.0,3.0,"Every fall semesterFundamentals, connectivity, matchings, colorings, extremal problems, Ramsey theory, planar graphs, perfect graphs",Applications to operations research and the design of efficient algorithms.,MATH 4022,['MATH 4022'],[],"Text at the level of Diestel, Graph Theory",[],https://math.gatech.edu/courses/math/6014
6112,,MATH,3,0.0,0.0,3.0,Every FallAn advanced course in Linear Algebra and applications,,"Undergraduate linear algebra at the level of MATH 4305, and ability to write rigorous proofs at the level of MATH 2106.","['MATH 4305', 'MATH 2106']",[],"Material will be selected from the following books, and supplemented by classnotes as needed. Books: ""Matrix Analysis"" and ""Topics in Matrix Analysis"" by Horn & Johnson, ""Advanced Linear Algebra"" by Roman,  ""Linear Algebra and its applications"" by Lax.","['Characteristic and minimal polynomial. Eigenvalues, field of values.', 'Similarity transformations: Diagonalization and Jordan forms over arbitrary fields. Schur form and spectral theorem for normal matrices. Quadratic forms and Hermitian matrices: variational characterization of the eigenvalues, inertia theorems.', 'Singular value decomposition, generalized inverse, projections, and applications.', 'Positive matrices, Perron-Frobenius theorem. Markov chains and stochastic matrices. M-matrices.', 'Structured matrices (Toeplitz, Hankel, Hessenberg). Matrices and optimization (e.g., linear complementarity problem, conjugate gradient).', 'Other topics and applications depending on the interest of the instructor. Examples are Krylov subspaces, tensor and multilinear algebra, integer matrices, Schur complement, matrix equations and inequalities, polar factorization and proper orthogonal decomposition, search algorithms, applications to signal and image processing, matrices depending on parameters, eigenvalues and singular value inequalities, functions of matrices, etc.']",https://math.gatech.edu/courses/math/6112
6121,,MATH,3,0.0,0.0,3.0,"Every fall semesterGraduate level linear and abstract algebra including groups, rings, modules, and fields",(1st of two courses),"MATH 4107 and one of MATH 2406, MATH 4305, or permission of instructor",['MATH 4107'],"['MATH 2406', 'MATH 4305']",Text at the level of Abstract Algebra by Dummit and Foote.,"[""Groups:\xa0Basic facts about groups, including cyclic, dihedral, symmetric, and linear (matrix) groups; homomorphisms; cosets and quotients; normal subgroups; mapping properties and isomorphism theorems; group actions; applications of group actions to geometric and combinatorial symmetry (e.g. symmetries of regular polyhedra, Polya enumeration, and Burnside's formula); the class equation; the Sylow theorems; simple groups and composition series; the structure theorem for finitely generated abelian groups."", ""Rings:\xa0(By a ring we mean a commutative ring with identity.) Definitions; homomorphisms; ideals; quotients; mapping properties and isomorphism theorems; polynomial rings; integral domains; fraction fields; prime and maximal ideals; Euclidean domains; unique factorization domains; principal ideal domains; Gauss's lemma; irreducibility criteria; the Chinese remainder theorem."", 'Modules:\xa0Definitions and examples; homomorphisms and quotients; generation, freeness, and finiteness properties;\xa0the structure theorem for modules over a principal ideal domain.', 'Fields:\xa0Characteristic; prime fields; field extensions; algebraic vs. transcendental extensions; splitting fields; basic properties of finite fields; algebraic closure.', 'Galois Theory:\xa0Definitions; the fundamental theorem of Galois theory; examples, including quadratic, cubic, cyclotomic, and finite fields; the primitive element theorem.']",https://math.gatech.edu/courses/math/6121
6122,,MATH,3,0.0,0.0,3.0,"Every spring semesterGraduate level linear and abstract algebra including rings, fields, modules, some algebraic number theory and Galois theory",(2nd of two courses),MATH 6121,['MATH 6121'],[],"Text at the level of Abstract Algebra, by Dummitt & Foote, 3rd edition, Wiley",[],https://math.gatech.edu/courses/math/6122
6221,,MATH,3,0.0,0.0,3.0,"Fall starting Fall 21Classical introduction to probability theory including expectation, notions of convergence, laws of large numbers, independence, large deviations, conditional expectation, martingales, and Markov chains","The three course series MATH 6579, 6580, and 6221 is designed to provide a high level mathematical background for engineers and scientists. Note that MATH 6221 is not equivalent to MATH 6421, and does not provide any credit towards completion of that course.",MATH 6579 or consent of the school.,['MATH 6579'],[],"At the level of Grimmett and Stirzaker, Probability and Random Processes",[],https://math.gatech.edu/courses/math/6221
6235,,MATH,3,0.0,0.0,3.0,Not regularly scheduled (QCF supported)This is the second of a two-semester sequence that develops basic probability concepts and models for working with financial markets and derivative securities,Continuous-time parameter stochastic processes are emphasized in this course. Mathematical concepts are introduced as needed.,"MATH 2403, MATH 6759","['MATH 2403', 'MATH 6759']",[],No text,[],https://math.gatech.edu/courses/math/6235
6241,,MATH,3,0.0,0.0,3.0,Every fall semesterDevelops the probability basis requisite in modern statistical theories and stochastic processes,"Topics of this course include measure and integration foundations of probability, distribution functions, convergence concepts, laws of large numbers and central limit theory. (1st of two courses)",MATH 6337 or equivalent,[],['MATH 6337'],At the level of Billingsley:  Probability and Measure.,[],https://math.gatech.edu/courses/math/6241
6242,,MATH,3,0.0,0.0,3.0,Every spring semesterDevelops the probability basis requisite in modern statistical theories and stochastic processes,(2nd of two courses),MATH 6241 or equivalent,[],['MATH 6241'],At the level of Billingsley:  Probability and Measure,[],https://math.gatech.edu/courses/math/6242
6262,,MATH,3,0.0,0.0,3.0,"Every spring semesterBasic theories of statistical estimation, including optimal estimation in finite samples and asymptotically optimal estimation",A careful mathematical treatment of the primary techniques of estimation utilized by statisticians.,"MATH 4261, MATH 4262 or equivalent and MATH 6241",['MATH 6241'],"['MATH 4261', 'MATH 4262']","At the level of Lehmann, Theory of Point Estimation",[],https://math.gatech.edu/courses/math/6262
6263,,MATH,3,0.0,0.0,3.0,"Every fall semesterBasic theories of testing statistical hypotheses, including a thorough treatment of testing in exponential class families",A careful mathematical treatment of the primary techniques of hypothesis testing utilized by statisticians.,"MATH 4261, MATH 4262 or equivalent, MATH 6241 and MATH 6262",['MATH 6262'],"['MATH 4261', 'MATH 4262', 'MATH 6241']","At the level of Lehmann & Romano, Testing Statistical Hypotheses, 3rd edition, Springer-Verlag",[],https://math.gatech.edu/courses/math/6263
6266,,MATH,3,0.0,0.0,3.0,"Every fall semesterBasic unifying theory underlying techniques of regression, analysis of variance and covariance, from a geometric point of view",Modern computational capabilities are exploited fully. Students apply the theory to real data through canned and coded programs.,MATH 3215 or equivalent,['MATH 3215'],[],"At the level of Graybill, Theory and Application of the Linear Model",[],https://math.gatech.edu/courses/math/6266
6267,,MATH,3,0.0,0.0,3.0,"Every even spring semesterMultivariate normal distribution theory, correlation and dependence analysis, regression and prediction, dimension-reduction methods, sampling distributions and related inference problems, selected applications in classification theory, multivariate process control, and pattern recognition",,"MATH 4261, MATH 4262 or equivalent and MATH 6241",['MATH 6241'],"['MATH 4261', 'MATH 4262']","At the level of Anderson, An Introduction to Multivariate Statistical Analysis, and Tong, The Multivariate Normal Distribution",[],https://math.gatech.edu/courses/math/6267
6307,,MATH,3,0.0,0.0,3.0,Every fall semesterThis sequence develops the qualitative theory for systems of ordinary differential equations,"Topics include stability, Lyapunov functions, Floquet theory, attractors, invariant manifolds, bifurcation theory, normal forms. (1st of two courses)",MATH 4541 and MATH 4542 or permission of the instructor,[],"['MATH 4541', 'MATH 4542']",No text,[],https://math.gatech.edu/courses/math/6307
6308,,MATH,3,0.0,0.0,3.0,Usually every spring semesterThis sequence develops the qualitative theory for systems of differential equations,"Topics include stability, Lyapunov functions, Floquet theory, attractors, invariant manifolds, bifurcation theory, and normal forms. (2nd of two courses)",MATH 6307,['MATH 6307'],[],No text,[],https://math.gatech.edu/courses/math/6308
6321,,MATH,3,0.0,0.0,3.0,"Every spring semesterComplex integration, including Goursat's theorem; classification of singularities, the argument principle, the maximum principle; Riemann Mapping theorem; analytic continuation and Riemann surfaces; range of an analytic function, including Picard's theorem",,MATH 4317 and MATH 4320 or equivalent,['MATH 4317'],['MATH 4320'],"At the level of Conway, Functions of One Complex Variable",[],https://math.gatech.edu/courses/math/6321
6337,,MATH,3,0.0,0.0,3.0,"Every fall semesterLebesgue measure and integration, differentiation, abstract measure theory",This course is equivalent to MATH 6579. Students should not be able to obtain credit for both MATH 6579 and MATH 6337.,MATH 4317 or consent of the School,['MATH 4317'],[],"At the level of Heil, “Introduction to Real Analysis” or Wheeden and Zygmund, “Measure and Integral.”",[],https://math.gatech.edu/courses/math/6337
6338,,MATH,3,0.0,0.0,3.0,Every spring semesterThis course is a continuation of MATH 6337,"It covers L^p and Hilbert spaces, and an introduction to operator theory and functional analysis. This course is equivalent to MATH 6580. Students should not be able to obtain credit for both MATH 6580 and MATH 6338.",Math 6337 or consent of the school,[],[],"At the level of Conway, “A Course in Functional Analysis,” 2nd edition, or Heil lecture notes, “Operator Theory and Functional Analysis”.",[],https://math.gatech.edu/courses/math/6338
